@RELATION Edge_16
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
12.4789,11.6655,9.2731,4.8317,3.162,4.2581,2.3249,1.4281,3.4376,1.4044,1.7052,15.0863,2.7848,13.6849,6.3921,6.0827,348
7.9151,9.2649,9.5319,5.9773,4.3379,5.5695,2.8104,1.3797,3.6574,1.7872,2.3312,13.4297,3.9206,14.0345,7.0829,6.9699,340
7.8716,9.5692,10.1646,6.4563,4.6806,5.9869,2.8757,1.3973,3.6593,1.8212,2.3853,12.5908,3.6813,13.4033,6.9513,6.5053,248
8.0791,7.8787,6.7833,4.614,2.6978,5.1343,3.385,2.8877,6.2402,3.1814,3.1933,17.5762,2.7856,14.3916,5.2423,5.9295,337
8.5306,9.2134,8.9213,5.8522,4.2351,5.8014,3.3516,2.582,5.2727,2.54,2.54,12.1014,2.9024,12.5544,6.6541,6.9473,339
7.2355,9.3204,10.6582,7.5608,6.014,7.3851,4.0463,2.1206,4.0995,2.6173,2.6828,9.9528,3.2095,10.0017,6.5097,6.5858,386
9.1547,9.834,9.1259,5.6059,3.9564,5.2571,3.0241,2.2529,5.1446,2.4,2.4514,12.3902,2.9131,12.9356,6.5935,6.9606,339
6.6268,7.7447,7.7578,5.7948,4.0217,6.3375,3.7185,3.244,6.86,3.1135,2.8546,11.2043,3.0944,12.6218,6.9284,8.0772,347
8.317,8.8093,8.5852,5.5874,3.9092,5.3855,2.924,1.8996,4.6507,2.1382,2.405,14.6609,2.8841,14.8185,6.4378,6.5875,354
10.8624,10.8482,9.3372,5.3178,3.5494,4.8449,3.0198,2.6201,5.1772,2.3643,2.391,11.6777,2.7709,12.2935,6.369,6.5567,85
6.0354,9.6282,12.7666,9.1804,7.4931,7.5272,4.1475,2.2398,4.2706,2.9069,2.7656,7.8256,3.4954,7.9967,6.0389,5.6821,345
8.5566,9.0562,8.3823,5.9346,3.6814,6.0931,4.2711,3.999,7.244,3.7626,3.3235,10.4291,2.8767,10.5767,5.6982,6.1149,158
7.5462,8.8853,9.6707,7.4895,6.0648,7.6733,5.0296,4.0496,5.9599,3.4652,2.9639,7.6006,2.7163,7.7081,6.1926,6.9845,234
6.7107,9.8481,12.8675,9.2671,7.2356,8.9771,4.5038,1.2515,2.5046,1.2839,1.8167,10.1033,4.2833,10.4621,4.7126,4.172,332
7.5938,9.0687,8.6669,6.0728,3.5561,5.968,3.4798,3.1447,7.3315,3.4786,2.9665,11.3075,2.604,12.1774,5.8723,6.7115,231
7.7121,9.0728,9.0715,6.1192,4.1572,6.0618,3.2509,2.0008,4.9317,2.4017,2.579,13.374,3.078,13.7521,6.066,6.3713,333
6.5607,7.9528,8.3983,5.9876,4.3708,6.2202,3.2807,2.5072,5.6374,2.7194,2.8281,11.821,3.6857,12.6806,7.4578,7.8918,293
8.3553,8.8645,8.7303,5.7573,4.0454,6.0411,3.0767,1.7836,4.0396,1.6585,2.2364,13.5796,3.4769,14.747,6.7939,6.8139,273
9.2586,10.6919,10.5017,6.3181,4.5034,5.5329,2.8387,1.7067,3.9415,1.9875,2.2227,12.1054,3.2145,12.4103,6.5821,6.1839,209
8.972,9.6633,9.1042,5.9728,3.8075,5.6803,3.6304,3.1908,6.2837,3.3446,3.0643,10.5623,2.8195,10.7991,6.2847,6.8205,281
12.8313,11.7379,9.4159,4.447,2.6908,3.6113,1.8275,1.1183,3.1711,1.1575,1.4057,17.4216,2.5956,15.099,6.0084,5.461,283
8.2428,9.1304,8.648,5.7724,3.8378,5.5176,3.2582,2.9236,6.3438,2.9089,2.653,11.7468,2.8778,12.3118,6.582,7.2451,384
11.9761,11.7276,9.5124,4.8608,2.9901,4.1766,2.1891,1.4353,4.0503,1.6434,1.9218,13.8637,2.9148,14.1621,6.252,6.3238,330
10.6031,12.3895,12.2378,6.9998,4.8816,5.8866,2.7763,1.0433,2.6605,0.7938,1.1138,12.5869,3.1749,12.7892,5.1192,4.9438,300
8.0814,9.3657,9.4596,6.1925,4.422,6.1391,3.0805,1.5144,3.9655,1.8733,2.2227,14.1297,3.2379,14.1176,6.0123,6.1858,333
7.126,8.385,8.8466,6.1034,4.5778,6.2549,3.2666,2.1215,4.6142,2.3274,2.5946,12.1855,3.6179,13.1886,7.3515,7.4385,335
7.8173,9.168,9.7362,6.7272,5.1865,6.6776,4.0265,2.9888,5.1496,3.0839,3.0043,9.5775,3.5646,9.8296,6.6194,6.843,118
8.8759,9.5717,9.0268,5.7579,3.7429,5.4338,3.4085,2.9476,6.062,3.1385,2.88,12.4179,2.5667,11.7584,5.9614,6.45,285
7.0198,8.9532,10.3535,7.3456,5.6816,7.1493,3.646,1.7645,3.6158,2.0614,2.4402,11.414,3.933,11.905,6.6748,6.0423,385
9.0057,9.6396,8.8107,6.1158,3.7589,6.0824,4.3098,4.0057,7.045,3.7708,3.2904,9.618,2.6837,9.8121,5.7277,6.3236,379
8.3508,8.7405,8.4887,5.4874,3.8489,5.3632,2.8351,1.861,4.5712,2.0937,2.3908,14.7826,2.9854,15.0034,6.5178,6.6795,354
9.0656,10.6451,10.672,6.3927,4.5181,5.4569,2.8134,1.6471,3.8347,1.9229,2.2096,12.4959,3.316,12.6843,6.4657,5.8603,209
8.1539,9.2274,9.1504,6.3978,4.5789,6.1679,4.038,3.5906,6.4543,3.2607,2.9559,9.3885,3.0203,10.1006,6.4044,7.1105,334
6.151,9.3834,12.1906,8.9878,7.4425,7.6614,4.3687,2.5772,4.5176,3.0576,2.8211,7.6188,3.4635,7.7815,6.0543,5.9228,345
11.9033,12.0256,10.2772,5.3601,3.4733,4.4511,2.3601,1.6235,3.8767,1.6843,1.8502,12.5151,2.9462,13.1374,6.5176,5.9982,212
7.38,9.4399,10.8825,7.7164,5.9968,7.3457,3.9213,1.9531,3.5526,1.9827,2.3594,10.665,3.8578,11.074,6.1819,5.6909,385
7.336,9.2111,10.5091,7.3187,5.6273,7.072,3.5601,1.6516,3.3721,1.8866,2.3494,11.6533,3.9489,12.0922,6.5271,5.8847,385
8.4888,9.2508,8.7692,5.8909,3.8955,5.734,3.5667,3.3884,6.4566,3.22,3.0113,10.6513,3.0437,10.7531,6.6197,7.2599,343
7.3665,9.6747,11.788,8.7738,6.8233,8.8329,4.4396,1.6757,2.9656,1.4671,1.7701,10.2203,4.2203,10.6973,4.9088,4.376,286
7.73,10.2651,11.8942,8.1505,6.3133,7.7286,3.753,1.5983,3.4996,1.9761,2.0898,9.8848,3.3414,10.399,5.9186,5.4578,211
5.3982,8.3721,11.2613,8.7841,7.3012,8.4708,4.4129,1.6927,3.5929,2.3857,2.6049,9.7627,3.9628,10.0174,6.2434,5.737,299
5.3407,8.7582,12.0997,9.1364,7.595,8.3927,4.3415,1.4547,2.7791,1.9244,2.4751,10.1538,4.2233,10.3227,5.8961,5.1067,204
7.7252,9.3303,9.9095,6.8357,5.037,6.5321,3.6526,2.7597,5.4124,3.2019,2.9036,9.8267,2.9541,9.8454,6.8802,7.1935,246
9.2198,9.6754,8.9575,5.5759,3.6685,5.2507,3.2234,2.7929,5.8675,2.8448,2.7401,11.5365,2.9954,12.0384,6.6284,6.9848,291
10.9077,12.4456,11.9977,6.6154,4.6519,5.1046,2.6078,1.3056,3.1763,1.5489,1.7333,12.067,2.7848,12.0509,5.8251,5.1775,355
8.9764,9.6437,9.1514,5.8544,4.1716,5.5753,3.2347,2.6067,5.4899,2.6966,2.6112,11.3563,2.8517,11.8658,6.7345,7.1798,339
7.2463,8.9797,9.6395,6.7338,4.9423,6.5604,3.4933,2.582,5.376,3.05,2.953,10.5251,3.0754,10.496,6.9611,7.3859,246
9.7132,10.0366,8.7818,5.0985,3.1678,4.8507,2.4564,1.4004,4.256,1.807,2.0679,15.5436,2.9934,15.3833,5.9726,6.4706,342
7.5909,9.9622,11.2667,7.5363,5.6851,6.6042,3.5857,1.8572,3.695,2.2578,2.6364,10.4882,3.6391,10.7319,6.4693,5.9942,352
9.8564,10.0958,8.8989,5.0992,3.3616,4.8086,2.4052,1.2292,3.6933,1.5324,1.964,16.2173,2.9211,15.5141,5.9366,6.4663,342
7.1359,9.3797,10.8437,7.5609,5.8719,7.086,3.6915,1.76,3.4426,2.0427,2.4674,10.9738,3.9007,11.3569,6.514,5.9725,385
6.961,8.8854,9.7609,6.8823,5.2215,6.7283,3.7276,2.485,4.9051,2.7625,2.8773,10.7221,3.6734,10.8717,6.7555,6.7804,338
8.7642,10.2713,11.0675,7.7765,5.9361,7.3071,4.0832,2.3468,3.7729,2.0096,2.2468,9.7372,3.3584,9.8912,5.5994,5.8319,259
8.1598,9.2403,9.3755,7.0121,5.1849,6.9932,4.8014,4.1689,6.3867,3.4419,3.0312,8.202,2.6303,8.254,6.1728,6.9449,239
7.7932,8.861,8.9417,5.93,4.2981,5.972,3.1345,2.1535,4.7496,2.3177,2.4799,12.1627,3.3791,13.172,7.2275,7.4276,335
9.9558,9.9476,9.616,5.7487,4.0413,5.6316,2.7898,1.3079,3.0831,1.1864,1.5968,15.7609,3.2238,15.1732,5.6934,5.2436,336
6.3503,8.6366,10.7372,7.7262,6.0725,7.4346,3.4533,1.0292,2.5567,1.6048,2.491,12.2833,4.1163,12.7986,6.7981,5.9116,205
10.4776,11.4457,10.408,5.6573,3.7474,4.6825,2.4879,1.5509,3.9207,1.8413,2.0952,13.0513,3.0807,13.1617,6.2895,6.1023,241
8.7194,9.4462,8.9871,6.1392,4.1664,5.981,3.8873,3.5903,6.5026,3.3541,3.058,9.9054,2.8463,9.994,6.3915,7.0314,343
14.1087,13.9732,12.1346,6.3212,4.1118,5.382,2.6719,1.0147,2.5886,0.7468,0.8683,11.9189,1.8098,12.3986,5.3314,4.6196,295
11.1771,11.6283,10.4306,5.6766,3.7084,5.1297,2.5956,1.095,3.1178,1.0735,1.2839,15.3366,2.7648,14.2359,5.3978,5.3484,342
8.3614,8.0065,6.8521,4.5066,2.6458,4.818,3.1366,2.7019,5.9816,2.9694,3.0729,16.9813,3.0038,14.5499,5.8671,6.5449,337
7.4791,8.4171,8.2031,5.5852,3.7622,5.8228,3.2749,2.6324,5.9073,2.6605,2.7352,12.4491,3.4409,13.6182,6.736,7.2759,274
11.2082,13.6643,14.1667,8.1267,5.7832,6.6812,3.0672,0.816,1.9175,0.5961,0.898,10.9779,2.6909,10.9246,4.4163,4.0653,353
6.9795,8.6872,9.6189,6.7826,5.0432,6.9232,3.4511,1.9729,4.3024,2.1738,2.4849,12.1297,3.6279,12.5703,6.619,6.6335,296
5.0122,6.7688,8.2614,6.3973,5.0732,7.4317,3.2214,1.4397,3.8614,1.9809,2.7658,13.1809,4.6337,14.244,7.913,7.8145,272
8.7247,9.0067,8.6687,5.4353,3.8033,5.216,2.7544,1.6773,4.1979,1.8853,2.2479,14.9421,2.9892,15.3586,6.6068,6.4858,354
8.0975,9.8825,10.5991,6.6531,4.804,6.0154,2.857,1.2691,3.3179,1.654,2.2215,12.7479,3.6052,13.5127,6.6498,6.1133,248
7.6502,9.3638,10.5073,7.5263,5.6923,7.549,3.8344,2.0223,3.7416,2.0743,2.262,10.6731,3.7811,11.2795,6.2413,5.8016,341
7.9706,9.3108,9.6281,6.0831,4.3895,5.8558,2.907,1.3763,3.4214,1.5858,2.189,13.4216,3.9495,14.3358,6.8546,6.7211,340
12.7953,11.9012,9.3631,4.7111,3.0791,4.0539,2.2229,1.393,3.4159,1.4688,1.7806,15.5459,2.6887,13.4525,6.1381,5.9899,348
7.0001,10.3079,13.4716,9.7499,7.5596,9.4568,4.7581,1.2806,2.4255,1.1197,1.4382,9.6454,4.0544,10.0411,4.0464,3.6446,332
10.8531,12.5359,12.1056,6.5977,4.5397,4.9624,2.4952,1.2403,3.1246,1.5116,1.6893,12.1522,2.8594,12.048,6.0627,5.2223,355
8.4146,12.0236,13.6218,8.4299,6.1702,6.7325,3.1553,0.9886,2.4563,1.2389,1.6584,11.0967,3.6885,10.901,5.0275,4.3961,344
8.1381,11.3907,12.9767,8.2534,6.1252,6.9759,3.3485,1.3005,2.8224,1.4717,1.8127,10.9043,3.7209,10.8561,5.2485,4.6544,344
7.0245,9.7327,11.381,7.6227,5.8764,6.8298,3.3951,1.4309,3.4011,2.04,2.4748,11.0613,3.9174,11.4543,6.4895,5.8686,235
6.7176,8.5415,9.4541,7.008,5.4219,7.0228,4.1594,3.0815,5.4043,3.1708,3.088,9.7746,3.6404,9.9174,6.7203,6.8775,338
7.1548,9.4288,11.4158,8.4582,6.5776,8.5686,4.2947,1.7136,3.0916,1.5761,1.928,10.5496,4.2488,11.1028,5.2493,4.6417,286
8.8328,8.5795,7.4674,4.8523,2.574,4.7887,3.321,3.1292,6.6519,3.4851,3.4964,14.6007,3.197,13.5688,5.5291,5.9261,328
9.1398,9.5027,8.4408,5.1322,3.3239,4.9578,2.4893,1.4721,4.4414,1.9768,2.3306,15.1861,3.1926,15.1618,6.339,6.913,342
11.2536,14.2334,14.9983,8.801,6.3343,6.8937,3.207,0.7838,1.8605,0.6379,0.8275,10.0351,2.5433,9.8596,3.9388,3.7922,356
9.8439,10.0687,9.8002,5.9946,4.2834,5.872,2.9702,1.38,3.1744,1.2204,1.5772,15.1695,3.3412,14.6785,5.5038,5.1217,336
8.3598,9.308,9.1644,6.3111,4.4892,6.0774,3.8495,3.3516,6.29,3.2753,2.9169,9.7114,2.8359,10.4248,6.407,7.2277,334
10.4331,10.5876,10.0269,5.9741,4.317,5.2596,2.6439,1.0993,2.8376,1.2931,1.8081,14.5896,3.2949,14.05,6.5004,5.2849,289
13.8185,12.1719,9.2497,4.4796,2.9861,3.736,1.7892,1.021,2.7669,1.1062,1.3915,15.7567,2.4005,14.3693,6.4719,6.485,351
9.7295,10.1821,9.1609,5.623,3.1503,5.2811,3.3524,2.9784,6.1668,3.3394,3.058,11.174,2.9354,11.3795,6.029,6.4601,281
8.896,9.3277,8.7255,5.6358,3.7377,5.4155,3.3088,2.8704,5.9243,2.878,2.7783,11.7628,2.9295,12.1677,6.5816,7.0604,291
12.2916,10.8427,8.724,4.4762,2.7785,3.7686,1.9778,1.282,3.5384,1.4503,1.7594,16.6323,2.8421,14.7004,6.7237,6.2121,237
10.7602,10.7758,10.4168,6.2312,4.4556,5.9398,2.8805,0.9613,2.5792,0.7986,1.1462,15.5175,3.1723,14.6975,5.2076,4.4598,336
9.8906,10.5498,9.4598,5.518,3.3485,4.664,2.735,2.492,5.8489,2.5778,2.6123,11.5535,2.9128,12.2827,6.5134,7.0408,349
7.5427,9.4389,10.6464,7.4397,5.9009,7.1629,3.9118,2.1339,4.2956,2.7315,2.6824,9.8834,3.091,9.9455,6.5442,6.6493,386
9.2266,9.4056,8.3384,5.7582,3.3417,5.9425,4.433,4.1001,7.2563,4.1415,3.4841,9.7298,2.7793,10.2885,5.6906,6.0838,324
9.2635,9.9828,9.1957,5.6274,3.7121,5.1398,2.7836,2.218,5.6429,2.4996,2.4983,12.1201,3.1755,12.4949,6.5108,7.135,250
8.5904,9.2389,8.6856,5.9889,3.8698,5.8596,3.8598,3.7482,6.7319,3.3414,3.0557,10.2679,2.9735,10.3188,6.3917,7.0778,343
8.1984,8.8578,8.3535,6.3254,4.1161,6.7638,4.8909,4.4851,7.5608,4.1911,3.4663,9.542,2.5736,9.4335,5.2588,5.9829,275
7.8192,8.6488,8.4871,5.5861,3.8323,5.649,3.0295,2.1371,5.1132,2.2346,2.5,13.1693,3.6435,14.3871,6.7463,7.0169,274
9.475,11.0567,11.5125,7.1391,5.1066,6.4283,3.3876,1.9382,3.7872,1.7339,1.8758,11.2449,3.1709,11.3913,5.3999,5.352,193
8.4623,9.2391,8.7884,5.541,3.5679,5.2851,2.7125,1.9829,5.0955,2.376,2.6198,13.338,3.3171,13.7686,6.6957,7.21,278
6.966,9.259,10.4146,7.0815,5.4338,6.645,3.4318,1.881,4.1628,2.3659,2.6426,11.216,3.8886,11.4375,6.7059,6.4678,338
12.5306,11.8876,9.4575,4.775,2.9602,4.0731,2.0973,1.4314,3.7703,1.5684,1.8148,14.1652,2.9338,14.2253,6.1487,6.1608,330
7.7603,9.2007,9.1223,6.2428,4.144,6.1714,3.2436,1.9902,4.911,2.3996,2.4718,13.7636,2.9032,13.6438,5.7967,6.2348,333
7.7424,8.6027,8.361,5.58,3.804,5.7124,3.1225,2.3682,5.4647,2.3628,2.5099,12.9806,3.4331,14.1849,6.6667,7.104,274
10.9242,10.895,9.3576,5.3676,3.2154,4.516,2.7292,2.6268,5.5586,2.5611,2.5704,11.0119,2.882,11.581,6.9009,7.3023,349
9.1665,13.6325,16.9665,11.12,8.5947,8.9857,4.1007,0.7113,1.447,0.4974,0.5628,8.1542,2.5438,8.0343,2.8207,2.6619,346
8.048,9.3331,9.2995,6.1266,4.4142,5.8173,2.9199,1.8715,4.7978,2.3156,2.3991,12.5648,3.1546,12.7811,6.9824,7.1745,216
7.4795,9.0102,9.5949,6.829,5.0592,6.6815,3.7478,2.9125,5.6003,3.2065,2.9675,9.9342,2.9462,9.9382,6.8128,7.2798,246
8.1105,8.8479,8.5005,5.5361,3.7639,5.6521,3.0762,2.3522,5.3372,2.3533,2.4655,13.0176,3.3178,13.9334,6.6733,7.0623,274
6.7985,7.7519,7.7103,5.6253,3.8454,6.2195,3.4739,2.8748,6.3093,2.8016,2.8294,11.9344,3.208,13.2936,7.1703,8.1538,347
6.4996,8.6296,9.6704,6.8709,5.1726,6.724,3.5737,2.269,4.6566,2.5455,2.7959,11.2967,4.0147,11.5173,6.9263,6.8371,338
8.0006,9.0979,9.2662,6.4543,4.5535,6.51,3.6351,2.8829,5.4875,3.0239,3.0223,9.9904,3.2686,10.306,6.974,7.5268,380
10.4739,10.9259,9.6978,5.4532,3.4144,4.5532,2.5254,2.0873,4.9903,2.276,2.3898,11.7065,3.0372,12.3002,6.8444,7.3245,349
6.6993,9.8834,12.9777,9.5856,7.4356,9.5341,4.7062,1.3482,2.5348,1.2092,1.593,9.7444,4.1728,10.1867,4.3879,4.0009,332
8.3019,9.0444,8.4182,5.9408,3.5861,6.0898,4.0128,3.5861,7.1127,3.9832,3.4794,10.6103,2.6979,10.9822,5.6887,6.4656,277
10.9303,11.1108,9.6829,5.1593,3.2908,4.5636,2.2343,0.9929,3.1692,1.0901,1.4915,16.491,2.8668,14.9942,5.9123,6.0201,342
5.2846,8.7104,12.2286,9.5103,7.8067,9.1538,4.5011,1.0759,2.4046,1.5096,2.1457,10.3062,4.35,10.7632,5.5854,4.664,299
6.5546,7.5537,8.0067,5.6365,4.1522,6.2205,2.8899,1.6244,4.4409,2.0348,2.5442,13.6254,4.1382,15.0076,7.7297,7.8409,230
6.945,8.3462,8.2821,6.0632,4.1339,6.239,3.8781,3.4153,7.159,3.1361,2.8301,11.1858,3.0956,12.1083,6.1681,7.0142,279
10.1233,9.501,8.1052,4.5962,2.5478,4.1119,2.6284,2.4411,5.4173,2.66,2.7725,15.5578,3.1561,13.5321,6.3411,6.5082,288
9.756,10.6512,9.8185,5.5613,3.7821,4.8536,2.5837,1.7209,4.3074,1.9746,2.2141,13.2293,3.1157,13.5444,6.4456,6.4417,241
9.8841,10.1136,8.9451,5.193,3.3166,4.9164,2.6403,2.0456,4.8708,2.0242,2.1879,12.8813,2.9691,13.8407,6.9943,7.177,357
5.0783,8.3403,11.7392,9.2611,7.7333,9.0474,4.5469,1.2092,2.6174,1.7395,2.3014,10.3365,4.3715,10.7598,5.9115,5.0066,299
10.1311,14.8489,17.9186,11.3849,8.6565,8.6888,3.9829,0.7314,1.5307,0.5688,0.5509,6.9498,1.6001,6.9261,2.7339,2.7966,346
6.3389,9.3282,11.9827,8.8984,7.3801,7.5768,4.4319,2.8265,4.7333,3.176,2.9063,7.4205,3.4583,7.5568,5.9988,5.9863,345
7.2653,10.2113,12.0536,8.0466,6.2617,6.9811,3.5659,1.4799,3.361,2.1104,2.4583,10.2333,3.7728,10.4756,6.1924,5.5309,235
6.5779,7.5378,7.6859,5.4559,3.7924,6.0332,3.071,2.1476,5.468,2.2316,2.5528,13.3414,3.5896,14.8587,7.4717,8.1844,347
6.8327,9.0153,10.152,7.0949,5.4545,6.8309,3.6573,2.2689,4.5799,2.6657,2.7993,10.7714,3.785,10.8705,6.6836,6.5383,338
9.3103,13.2971,16.2824,10.7305,8.3258,8.9518,4.1651,0.8072,1.5486,0.5345,0.6405,8.5004,2.6689,8.4122,3.0039,2.8207,346
12.8836,14.5307,14.0827,7.936,5.5166,6.6438,3.0693,0.8936,2.2056,0.5764,0.6149,10.63,1.7962,10.3957,4.1929,4.0318,300
8.3857,9.1514,8.6194,5.8594,3.8451,5.6521,3.4424,3.0806,6.4723,2.9868,2.748,11.6443,2.7644,12.1278,6.2854,6.935,384
7.675,9.0434,9.4215,6.7509,4.7864,7.7645,3.5093,2.0726,4.1884,1.6519,1.9571,11.8778,4.0145,12.9373,6.2142,6.1353,203
7.0399,8.7806,9.5172,6.618,4.7903,6.7717,3.3211,1.948,4.4807,2.4809,2.8238,11.4422,4.0904,11.8085,7.0895,6.9972,382
7.6049,9.1821,9.8147,6.9202,5.1496,6.6962,3.7703,2.863,5.5314,3.244,2.9489,9.6704,2.8863,9.6606,6.8261,7.2312,246
8.6446,8.7349,8.0953,5.3293,3.6251,5.5365,3.1988,2.5426,5.5504,2.6209,2.6256,13.1318,2.9476,13.703,6.7948,6.9188,215
6.2786,8.5138,10.6201,7.7246,6.0877,7.5225,3.5612,1.099,2.6342,1.6643,2.5597,12.1527,4.1408,12.6198,6.8688,5.9523,205
8.0064,9.0453,9.2043,6.3495,4.4854,6.3856,3.4961,2.6823,5.3891,2.9099,2.9733,10.31,3.241,10.7197,7.1071,7.6951,380
12.9838,11.8893,9.308,4.641,3.0107,3.939,2.0977,1.2722,3.3089,1.4161,1.7101,15.1371,2.7639,13.7145,6.5971,6.2106,348
5.2569,8.9046,12.4643,9.4152,7.855,8.4185,4.3902,1.4442,2.7233,1.8615,2.4532,9.9095,4.2649,10.0082,5.7059,4.9245,204
9.0781,10.4857,10.4833,6.4328,4.6623,5.731,2.946,1.6817,3.6613,1.8594,2.144,12.2031,3.3389,12.5942,6.6366,6.0615,209
13.9226,12.2847,9.3628,4.5928,3.1472,3.7999,1.8178,0.9311,2.5719,1.0059,1.2486,16.0275,2.3739,14.2155,6.483,6.2148,351
11.4198,13.1608,13.3321,7.6804,5.531,6.3853,2.9876,0.7292,1.8796,0.6071,0.9147,11.9088,2.7029,11.8006,4.8156,4.1444,353
11.2103,13.1936,13.3693,7.6831,5.4318,6.3895,2.9495,0.812,2.0905,0.7112,1.0468,11.6373,2.6786,11.5769,4.9337,4.2857,353
7.2592,8.7584,9.0344,6.3373,4.404,6.3809,3.4212,2.0318,5.0459,2.4242,2.5924,13.4606,3.0129,13.7836,5.8171,6.2361,333
9.1321,9.611,9.1774,5.7822,4.1322,5.5046,3.1982,2.4425,5.0317,2.468,2.4941,12.1201,2.8431,12.5378,6.6917,6.8332,339
6.8316,8.7745,10.3376,7.6558,5.9858,7.7999,4.052,2.028,3.8261,2.2574,2.5421,10.4799,3.9162,10.9966,6.5439,5.9726,341
8.1047,11.5087,12.9121,8.0006,5.8834,6.5259,3.2024,1.3004,3.0065,1.6217,2.004,10.9309,3.6664,10.8561,5.5354,4.9409,344
13.4096,12.3449,9.5299,4.6785,3.013,3.8657,2.0649,1.309,3.2486,1.3403,1.6443,15.0453,2.6743,13.4395,6.3074,6.0848,348
8.8082,8.5435,7.2888,4.675,2.7458,5.0528,3.5265,3.2637,6.4485,3.1351,3.0575,16.347,2.767,13.5691,5.1851,5.5865,337
8.8881,8.6322,7.7197,4.9003,2.5615,4.7453,3.2903,3.134,6.5752,3.4685,3.4491,14.4874,3.2331,13.541,5.5898,5.7844,328
10.5339,9.7803,8.1342,4.4604,2.4813,3.9449,2.4141,2.1675,5.0577,2.3567,2.5161,16.3308,3.0337,13.8062,6.398,6.5843,288
7.4589,9.8852,11.3629,7.7923,5.9836,6.9248,3.7598,2.0313,3.8025,2.2735,2.5768,10.0867,3.6428,10.325,6.2114,5.8825,352
6.9199,9.09,10.7095,7.6733,6.1344,7.4703,4.0007,1.9657,4.0372,2.5777,2.6556,10.1389,3.3214,10.2403,6.5378,6.5273,386
5.4279,9.0485,12.5007,9.2343,7.6028,8.1892,4.184,1.3213,2.6458,1.8647,2.4466,10.1132,4.1727,10.26,5.9248,5.0635,204
6.871,8.9216,9.9689,7.1106,5.4311,6.8366,3.9209,2.7097,5.0799,2.9536,2.9611,10.0869,3.6242,10.2049,6.6288,6.6904,338
7.0132,9.2031,10.9623,7.9854,6.2627,7.9227,4.1789,1.9316,3.5205,2.0615,2.3543,10.2696,4.0117,10.7516,6.0671,5.504,341
6.2608,8.7179,10.9674,7.9373,6.2951,7.5674,3.6425,1.1225,2.6198,1.6734,2.5393,11.892,4.2108,12.2423,6.6248,5.6868,205
7.1558,12.6474,16.8489,11.7181,9.6135,9.4139,4.7099,1.1937,1.8976,1.0515,1.1566,7.1606,2.9786,6.6904,2.7191,3.0444,208
11.3278,9.9393,7.7751,4.1679,2.8753,3.7048,2.0375,1.3469,3.5234,1.5286,1.7805,19.7245,2.4037,15.819,6.2325,5.8134,207
9.0804,9.7077,8.9771,5.7447,3.6881,5.4538,3.4719,3.0478,6.1449,3.2492,2.9339,12.3397,2.4376,11.4373,5.8122,6.4738,285
8.1569,9.131,8.6886,5.8468,4.0496,5.7514,3.3335,2.9082,6.1209,2.7752,2.6498,11.5127,2.9427,11.8632,6.7693,7.5003,384
6.4777,7.634,7.8561,5.6551,3.9421,6.2452,3.2392,2.2701,5.591,2.48,2.6486,12.6196,3.4756,14.2171,7.4221,8.2265,347
9.3498,9.8944,9.0583,5.649,3.7247,5.3971,2.8468,2.3395,5.4531,2.6171,2.5769,11.9862,2.9743,12.0334,6.7552,7.3443,250
10.4579,10.7845,9.4839,5.1823,3.2648,4.781,2.4606,1.2277,3.6686,1.2884,1.5534,16.4483,2.867,15.0621,5.5734,5.8961,342
